platform,rgt,laser,year,month,day,centroid_lon,centroid_lat,total_width,non-iceberg_width,comment,azimuth
L8,786,2l,2021,10,6,-25.7625,-75.4675,1076.0,1076.0,-,-171.1
L8,786,2l,2021,10,20,-25.7625,-75.4675,1089.0,1089.0,-,-171.1
L8,786,2l,2021,11,5,-25.7625,-75.4675,1090.0,1090.0,-,-171.1
L8,786,2l,2021,11,7,-25.7625,-75.4675,1104.0,1104.0,-,-171.1
L8,786,2l,2021,12,5,-25.7625,-75.4675,1137.0,1137.0,-,-171.1
L8,786,2l,2021,12,25,-25.7625,-75.4675,1165.0,1165.0,-,-171.1
L8,786,2r,2017,11,12,-25.759,-75.4675,195.0,195.0,-,-171.1
L8,786,2r,2017,12,21,-25.759,-75.4675,220.0,220.0,-,-171.1
L8,786,2r,2017,12,30,-25.759,-75.4675,225.0,225.0,-,-171.1
L8,786,2r,2018,1,8,-25.759,-75.4675,244.0,244.0,-,-171.1
L8,786,2r,2018,2,14,-25.759,-75.4675,268.0,268.0,-,-171.1
L8,786,2r,2018,3,11,-25.759,-75.4675,281.0,281.0,-,-171.1
L8,786,2r,2018,9,28,-25.759,-75.4675,456.0,456.0,-,-171.1
L8,786,2r,2018,10,5,-25.759,-75.4675,462.0,462.0,-,-171.1
L8,786,2r,2018,10,12,-25.759,-75.4675,478.0,478.0,-,-171.1
L8,786,2r,2018,10,14,-25.759,-75.4675,476.0,476.0,-,-171.1
L8,786,2r,2018,10,21,-25.759,-75.4675,483.0,483.0,-,-171.1
L8,786,2r,2018,11,29,-25.759,-75.4675,526.0,526.0,-,-171.1
L8,786,2r,2019,1,18,-25.759,-75.4675,576.0,576.0,-,-171.1
L8,786,2r,2019,2,19,-25.759,-75.4675,597.0,597.0,-,-171.1
L8,786,2r,2019,3,23,-25.759,-75.4675,605.0,605.0,-,-171.1
L8,786,2r,2019,10,1,-25.759,-75.4675,919.0,785.0,iceberg,-171.1
L8,786,2r,2019,10,17,-25.759,-75.4675,945.0,815.0,iceberg,-171.1
L8,786,2r,2019,10,31,-25.759,-75.4675,944.0,783.0,iceberg,-171.1
L8,786,2r,2019,11,2,-25.759,-75.4675,964.0,780.0,iceberg,-171.1
L8,786,2r,2019,12,2,-25.759,-75.4675,1007.0,803.0,iceberg,-171.1
L8,786,2r,2019,12,27,-25.759,-75.4675,1034.0,832.0,iceberg,-171.1
L8,786,2r,2020,1,28,-25.759,-75.4675,1060.0,831.0,iceberg,-171.1
L8,786,2r,2020,2,20,-25.759,-75.4675,1087.0,852.0,iceberg,-171.1
L8,786,2r,2020,2,22,-25.759,-75.4675,1099.0,863.0,iceberg,-171.1
L8,786,2r,2020,9,24,-25.759,-75.4675,1150.0,973.0,iceberg,-171.1
L8,786,2r,2020,10,1,-25.759,-75.4675,1154.0,982.0,iceberg,-171.1
L8,786,2r,2020,10,10,-25.759,-75.4675,1171.0,1001.0,iceberg,-171.1
L8,786,2r,2020,10,19,-25.759,-75.4675,1184.0,1047.0,iceberg,-171.1
L8,786,2r,2020,11,18,-25.759,-75.4675,1200.0,1063.0,iceberg,-171.1
L8,786,2r,2020,12,22,-25.759,-75.4675,1157.0,1071.0,iceberg,-171.1
L8,786,2r,2021,1,7,-25.759,-75.4675,1149.0,1074.0,iceberg,-171.1
L8,786,2r,2021,2,6,-25.759,-75.4675,1130.0,1081.0,iceberg,-171.1
L8,786,2r,2021,9,20,-25.759,-75.4675,1050.0,1050.0,-,-171.1
L8,786,2r,2021,10,6,-25.759,-75.4675,1083.0,1083.0,-,-171.1
L8,786,2r,2021,10,20,-25.759,-75.4675,1094.0,1094.0,-,-171.1
L8,786,2r,2021,11,5,-25.759,-75.4675,1118.0,1118.0,-,-171.1
L8,786,2r,2021,11,7,-25.759,-75.4675,1127.0,1127.0,-,-171.1
L8,786,2r,2021,12,5,-25.759,-75.4675,1152.0,1152.0,-,-171.1
L8,786,2r,2021,12,25,-25.759,-75.4675,1186.0,1186.0,-,-171.1
L8,786,2l,2021,1,12,-25.7625,-75.4675,1202.0,1092.0,iceberg,-171.1
L8,786,2l,2021,1,19,-25.7625,-75.4675,1202.0,1108.0,iceberg,-171.1
L8,786,2l,2021,3,1,-25.7625,-75.4675,1115.0,1047.0,iceberg,-171.1
L8,786,2l,2021,3,17,-25.7625,-75.4675,1096.0,1096.0,-,-171.1
L8,786,2l,2021,3,24,-25.7625,-75.4675,1099.0,1099.0,-,-171.1
L8,786,2l,2021,4,2,-25.7625,-75.4675,1091.0,1091.0,-,-171.1
L8,786,2l,2021,4,4,-25.7625,-75.4675,1108.0,1108.0,-,-171.1
L8,786,2l,2021,9,25,-25.7625,-75.4675,1076.0,1076.0,-,-171.1
L8,786,2l,2021,10,2,-25.7625,-75.4675,1080.0,1080.0,-,-171.1
L8,786,2l,2021,12,31,-25.7625,-75.4675,1166.0,1166.0,-,-171.1
L8,786,2r,2021,1,12,-25.759,-75.4675,1140.0,1075.0,iceberg,-171.1
L8,786,2r,2021,1,19,-25.759,-75.4675,1139.0,1080.0,iceberg,-171.1
L8,786,2r,2021,3,1,-25.759,-75.4675,1110.0,1110.0,-,-171.1
L8,786,2r,2021,3,17,-25.759,-75.4675,1105.0,1105.0,-,-171.1
L8,786,2r,2021,3,24,-25.759,-75.4675,1085.0,1085.0,-,-171.1
L8,786,2r,2021,4,2,-25.759,-75.4675,1084.0,1084.0,-,-171.1
L8,786,2r,2021,4,4,-25.759,-75.4675,1077.0,1077.0,-,-171.1
L8,786,2r,2021,9,25,-25.759,-75.4675,1073.0,1073.0,-,-171.1
L8,786,2r,2021,10,2,-25.759,-75.4675,1082.0,1082.0,-,-171.1
L8,786,2r,2021,12,31,-25.759,-75.4675,1210.0,1210.0,-,-171.1
WV,786,2l,2022,1,3,-25.7625,-75.4675,1172.0,1172.0,-,-171.1
WV,786,2r,2022,1,3,-25.759,-75.4675,1206.7,1206.7,-,-171.1
