platform,rgt,laser,year,month,day,centroid_lon,centroid_lat,total_width,non-iceberg_width,comment,azimuth
L8,1160,3l,2020,2,20,-25.7374,-75.4718,946.0,819.0,bridge,-8.9
L8,1160,3l,2020,2,22,-25.7374,-75.4718,952.0,824.0,bridge,-8.9
L8,1160,3l,2020,9,24,-25.7374,-75.4718,993.0,993.0,-,-8.9
L8,1160,3l,2020,10,1,-25.7374,-75.4718,992.0,992.0,-,-8.9
L8,1160,3l,2020,10,10,-25.7374,-75.4718,1006.0,1006.0,-,-8.9
L8,1160,3l,2020,10,19,-25.7374,-75.4718,1015.0,1015.0,-,-8.9
L8,1160,3l,2020,11,18,-25.7374,-75.4718,1046.0,1046.0,-,-8.9
L8,1160,3l,2020,12,22,-25.7374,-75.4718,1068.0,1068.0,-,-8.9
L8,1160,3l,2021,1,7,-25.7374,-75.4718,1077.0,1077.0,-,-8.9
L8,1160,3l,2021,2,6,-25.7374,-75.4718,1082.0,1082.0,-,-8.9
L8,1160,3l,2021,9,20,-25.7374,-75.4718,1132.0,1132.0,-,-8.9
L8,1160,3l,2021,10,6,-25.7374,-75.4718,1152.0,1152.0,-,-8.9
L8,1160,3l,2021,10,20,-25.7374,-75.4718,1162.0,1162.0,-,-8.9
L8,1160,3l,2021,11,5,-25.7374,-75.4718,1163.0,1163.0,-,-8.9
L8,1160,3l,2021,11,7,-25.7374,-75.4718,1166.0,1166.0,-,-8.9
L8,1160,3l,2021,12,5,-25.7374,-75.4718,1136.0,1136.0,-,-8.9
L8,1160,3l,2021,12,25,-25.7374,-75.4718,1134.0,1134.0,-,-8.9
L8,1160,3r,2017,11,12,-25.7407,-75.4719,220.0,220.0,-,-8.9
L8,1160,3r,2017,12,21,-25.7407,-75.4719,240.0,240.0,-,-8.9
L8,1160,3r,2017,12,30,-25.7407,-75.4719,245.0,245.0,-,-8.9
L8,1160,3r,2018,1,8,-25.7407,-75.4719,255.0,255.0,-,-8.9
L8,1160,3r,2018,2,14,-25.7407,-75.4719,275.0,275.0,-,-8.9
L8,1160,3r,2018,3,11,-25.7407,-75.4719,294.0,294.0,-,-8.9
L8,1160,3r,2018,9,28,-25.7407,-75.4719,464.0,464.0,-,-8.9
L8,1160,3r,2018,10,5,-25.7407,-75.4719,472.0,472.0,-,-8.9
L8,1160,3r,2018,10,12,-25.7407,-75.4719,485.0,485.0,-,-8.9
L8,1160,3r,2018,10,14,-25.7407,-75.4719,490.0,490.0,-,-8.9
L8,1160,3r,2018,10,21,-25.7407,-75.4719,507.0,507.0,-,-8.9
L8,1160,3r,2018,11,29,-25.7407,-75.4719,544.0,544.0,bridge,-8.9
L8,1160,3r,2019,1,18,-25.7407,-75.4719,638.0,552.0,bridge,-8.9
L8,1160,3r,2019,2,19,-25.7407,-75.4719,715.0,576.0,bridge,-8.9
L8,1160,3r,2019,3,23,-25.7407,-75.4719,763.0,584.0,bridge,-8.9
L8,1160,3r,2019,10,1,-25.7407,-75.4719,904.0,681.0,bridge,-8.9
L8,1160,3r,2019,10,17,-25.7407,-75.4719,923.0,685.0,bridge,-8.9
L8,1160,3r,2019,10,31,-25.7407,-75.4719,940.0,720.0,bridge,-8.9
L8,1160,3r,2019,11,2,-25.7407,-75.4719,931.0,720.0,bridge,-8.9
L8,1160,3r,2019,12,2,-25.7407,-75.4719,924.0,713.0,bridge,-8.9
L8,1160,3r,2019,12,27,-25.7407,-75.4719,947.0,752.0,bridge,-8.9
L8,1160,3r,2020,1,28,-25.7407,-75.4719,983.0,815.0,bridge,-8.9
L8,1160,3r,2020,2,20,-25.7407,-75.4719,987.0,813.0,bridge,-8.9
L8,1160,3r,2020,2,22,-25.7407,-75.4719,988.0,805.0,bridge,-8.9
L8,1160,3r,2020,9,24,-25.7407,-75.4719,979.0,979.0,-,-8.9
L8,1160,3r,2020,10,1,-25.7407,-75.4719,992.0,992.0,-,-8.9
L8,1160,3r,2020,10,10,-25.7407,-75.4719,1000.0,1000.0,-,-8.9
L8,1160,3r,2020,10,19,-25.7407,-75.4719,1004.0,1004.0,-,-8.9
L8,1160,3r,2020,11,18,-25.7407,-75.4719,1052.0,1052.0,-,-8.9
L8,1160,3r,2020,12,22,-25.7407,-75.4719,1062.0,1062.0,-,-8.9
L8,1160,3r,2021,1,7,-25.7407,-75.4719,1066.0,1066.0,-,-8.9
L8,1160,3r,2021,2,6,-25.7407,-75.4719,1066.0,1066.0,-,-8.9
L8,1160,3r,2021,9,20,-25.7407,-75.4719,1126.0,1126.0,-,-8.9
L8,1160,3r,2021,10,6,-25.7407,-75.4719,1145.0,1145.0,-,-8.9
L8,1160,3r,2021,10,20,-25.7407,-75.4719,1154.0,1154.0,-,-8.9
L8,1160,3r,2021,11,5,-25.7407,-75.4719,1166.0,1166.0,-,-8.9
L8,1160,3r,2021,11,7,-25.7407,-75.4719,1171.0,1171.0,-,-8.9
L8,1160,3r,2021,12,5,-25.7407,-75.4719,1172.0,1172.0,-,-8.9
L8,1160,3r,2021,12,25,-25.7407,-75.4719,1179.0,1179.0,-,-8.9
L8,1160,3l,2021,1,12,-25.7374,-75.4718,1100.0,1100.0,-,-8.9
L8,1160,3l,2021,1,19,-25.7374,-75.4718,1108.0,1108.0,-,-8.9
L8,1160,3l,2021,3,1,-25.7374,-75.4718,1101.0,1101.0,-,-8.9
L8,1160,3l,2021,3,17,-25.7374,-75.4718,1101.0,1101.0,-,-8.9
L8,1160,3l,2021,3,24,-25.7374,-75.4718,1094.0,1094.0,-,-8.9
L8,1160,3l,2021,4,2,-25.7374,-75.4718,1113.0,1113.0,-,-8.9
L8,1160,3l,2021,4,4,-25.7374,-75.4718,1084.0,1084.0,-,-8.9
L8,1160,3l,2021,9,25,-25.7374,-75.4718,1130.0,1130.0,-,-8.9
L8,1160,3l,2021,10,2,-25.7374,-75.4718,1158.0,1158.0,-,-8.9
L8,1160,3l,2021,12,31,-25.7374,-75.4718,1134.0,1134.0,-,-8.9
L8,1160,3r,2021,1,12,-25.7407,-75.4719,1091.0,1091.0,-,-8.9
L8,1160,3r,2021,1,19,-25.7407,-75.4719,1095.0,1095.0,-,-8.9
L8,1160,3r,2021,3,1,-25.7407,-75.4719,1106.0,1106.0,-,-8.9
L8,1160,3r,2021,3,17,-25.7407,-75.4719,1096.0,1096.0,-,-8.9
L8,1160,3r,2021,3,24,-25.7407,-75.4719,1099.0,1099.0,-,-8.9
L8,1160,3r,2021,4,2,-25.7407,-75.4719,1093.0,1093.0,-,-8.9
L8,1160,3r,2021,4,4,-25.7407,-75.4719,1088.0,1088.0,-,-8.9
L8,1160,3r,2021,9,25,-25.7407,-75.4719,1127.0,1127.0,-,-8.9
L8,1160,3r,2021,10,2,-25.7407,-75.4719,1139.0,1139.0,-,-8.9
L8,1160,3r,2021,12,31,-25.7407,-75.4719,1164.0,1164.0,-,-8.9
WV,1160,3l,2022,1,3,-25.7374,-75.4718,1141.8,1141.8,-,-8.9
WV,1160,3r,2022,1,3,-25.7407,-75.4719,1165.6,1165.6,-,-8.9
WV,1160,3l,2022,1,7,-25.7374,-75.4718,1146.9,1146.9,-,-8.9
WV,1160,3r,2022,1,7,-25.7407,-75.4719,1163.2,1163.2,-,-8.9
