platform,rgt,laser,year,month,day,centroid_lon,centroid_lat,total_width,non-iceberg_width,comment,azimuth
WV,1099,2r,2020,3,18,-25.1091,-75.4315,532.4,532.4,-,-8.9
WV,1099,2r,2020,3,22,-25.1091,-75.4315,534.4,534.4,-,-8.9
WV,1099,2r,2020,10,30,-25.1091,-75.4315,616.7,616.7,-,-8.9
WV,1099,2r,2020,11,29,-25.1091,-75.4315,643.6,643.6,-,-8.9
WV,1099,2r,2021,1,19,-25.1091,-75.4315,679.5,679.5,-,-8.9
WV,1099,2r,2021,9,7,-25.1091,-75.4315,715.9,715.9,-,-8.9
L8,1099,2l,2017,11,12,-25.1061,-75.431,191.0,191.0,-,-8.9
L8,1099,2l,2017,12,21,-25.1061,-75.431,203.0,203.0,-,-8.9
L8,1099,2l,2017,12,30,-25.1061,-75.431,209.0,209.0,-,-8.9
L8,1099,2l,2018,1,8,-25.1061,-75.431,195.0,195.0,-,-8.9
L8,1099,2l,2018,2,14,-25.1061,-75.431,203.0,203.0,-,-8.9
L8,1099,2l,2018,3,11,-25.1061,-75.431,200.0,200.0,-,-8.9
L8,1099,2l,2018,9,28,-25.1061,-75.431,291.0,291.0,-,-8.9
L8,1099,2l,2018,10,5,-25.1061,-75.431,304.0,304.0,-,-8.9
L8,1099,2l,2018,10,12,-25.1061,-75.431,305.0,305.0,-,-8.9
L8,1099,2l,2018,10,14,-25.1061,-75.431,305.0,305.0,-,-8.9
L8,1099,2l,2018,10,21,-25.1061,-75.431,313.0,313.0,-,-8.9
L8,1099,2l,2018,11,29,-25.1061,-75.431,318.0,318.0,-,-8.9
L8,1099,2l,2019,1,18,-25.1061,-75.431,351.0,351.0,-,-8.9
L8,1099,2l,2019,2,19,-25.1061,-75.431,357.0,357.0,-,-8.9
L8,1099,2l,2019,3,23,-25.1061,-75.431,349.0,349.0,-,-8.9
L8,1099,2l,2019,10,1,-25.1061,-75.431,445.0,445.0,-,-8.9
L8,1099,2l,2019,10,17,-25.1061,-75.431,464.0,464.0,-,-8.9
L8,1099,2l,2019,10,31,-25.1061,-75.431,455.0,455.0,-,-8.9
L8,1099,2l,2019,11,2,-25.1061,-75.431,462.0,462.0,-,-8.9
L8,1099,2l,2019,12,2,-25.1061,-75.431,480.0,480.0,-,-8.9
L8,1099,2l,2019,12,27,-25.1061,-75.431,483.0,483.0,-,-8.9
L8,1099,2l,2020,1,28,-25.1061,-75.431,506.0,506.0,-,-8.9
L8,1099,2l,2020,2,20,-25.1061,-75.431,508.0,508.0,-,-8.9
L8,1099,2l,2020,2,22,-25.1061,-75.431,520.0,520.0,-,-8.9
L8,1099,2l,2020,9,24,-25.1061,-75.431,579.0,579.0,-,-8.9
L8,1099,2l,2020,10,1,-25.1061,-75.431,595.0,595.0,-,-8.9
L8,1099,2l,2020,10,10,-25.1061,-75.431,604.0,604.0,-,-8.9
L8,1099,2l,2020,10,19,-25.1061,-75.431,614.0,614.0,-,-8.9
L8,1099,2l,2020,11,18,-25.1061,-75.431,623.0,623.0,-,-8.9
L8,1099,2l,2020,12,22,-25.1061,-75.431,650.0,650.0,-,-8.9
L8,1099,2l,2021,1,7,-25.1061,-75.431,669.0,669.0,-,-8.9
L8,1099,2l,2021,2,6,-25.1061,-75.431,664.0,664.0,-,-8.9
L8,1099,2l,2021,9,20,-25.1061,-75.431,713.0,713.0,-,-8.9
L8,1099,2l,2021,10,6,-25.1061,-75.431,688.0,688.0,-,-8.9
L8,1099,2l,2021,10,20,-25.1061,-75.431,692.0,692.0,-,-8.9
L8,1099,2l,2021,11,5,-25.1061,-75.431,667.0,667.0,-,-8.9
L8,1099,2l,2021,11,7,-25.1061,-75.431,665.0,665.0,-,-8.9
L8,1099,2l,2021,12,5,-25.1061,-75.431,643.0,643.0,-,-8.9
L8,1099,2l,2021,12,25,-25.1061,-75.431,640.0,640.0,-,-8.9
L8,1099,2r,2017,11,12,-25.1091,-75.4315,172.0,172.0,-,-8.9
L8,1099,2r,2017,12,21,-25.1091,-75.4315,194.0,194.0,-,-8.9
L8,1099,2r,2017,12,30,-25.1091,-75.4315,204.0,204.0,-,-8.9
L8,1099,2r,2018,1,8,-25.1091,-75.4315,222.0,222.0,-,-8.9
L8,1099,2r,2018,2,14,-25.1091,-75.4315,209.0,209.0,-,-8.9
L8,1099,2r,2018,3,11,-25.1091,-75.4315,209.0,209.0,-,-8.9
L8,1099,2r,2018,9,28,-25.1091,-75.4315,289.0,289.0,-,-8.9
L8,1099,2r,2018,10,5,-25.1091,-75.4315,310.0,310.0,-,-8.9
L8,1099,2r,2018,10,12,-25.1091,-75.4315,308.0,308.0,-,-8.9
L8,1099,2r,2018,10,14,-25.1091,-75.4315,309.0,309.0,-,-8.9
L8,1099,2r,2018,10,21,-25.1091,-75.4315,318.0,318.0,-,-8.9
L8,1099,2r,2018,11,29,-25.1091,-75.4315,323.0,323.0,-,-8.9
L8,1099,2r,2019,1,18,-25.1091,-75.4315,331.0,331.0,-,-8.9
L8,1099,2r,2019,2,19,-25.1091,-75.4315,334.0,334.0,-,-8.9
L8,1099,2r,2019,3,23,-25.1091,-75.4315,367.0,367.0,-,-8.9
L8,1099,2r,2019,10,1,-25.1091,-75.4315,450.0,450.0,-,-8.9
L8,1099,2r,2019,10,17,-25.1091,-75.4315,451.0,451.0,-,-8.9
L8,1099,2r,2019,10,31,-25.1091,-75.4315,452.0,452.0,-,-8.9
L8,1099,2r,2019,11,2,-25.1091,-75.4315,474.0,474.0,-,-8.9
L8,1099,2r,2019,12,2,-25.1091,-75.4315,482.0,482.0,-,-8.9
L8,1099,2r,2019,12,27,-25.1091,-75.4315,501.0,501.0,-,-8.9
L8,1099,2r,2020,1,28,-25.1091,-75.4315,507.0,507.0,-,-8.9
L8,1099,2r,2020,2,20,-25.1091,-75.4315,515.0,515.0,-,-8.9
L8,1099,2r,2020,2,22,-25.1091,-75.4315,522.0,522.0,-,-8.9
L8,1099,2r,2020,9,24,-25.1091,-75.4315,578.0,578.0,-,-8.9
L8,1099,2r,2020,10,1,-25.1091,-75.4315,581.0,581.0,-,-8.9
L8,1099,2r,2020,10,10,-25.1091,-75.4315,588.0,588.0,-,-8.9
L8,1099,2r,2020,10,19,-25.1091,-75.4315,590.0,590.0,-,-8.9
L8,1099,2r,2020,11,18,-25.1091,-75.4315,618.0,618.0,-,-8.9
L8,1099,2r,2020,12,22,-25.1091,-75.4315,651.0,651.0,-,-8.9
L8,1099,2r,2021,1,7,-25.1091,-75.4315,667.0,667.0,-,-8.9
L8,1099,2r,2021,2,6,-25.1091,-75.4315,670.0,670.0,-,-8.9
L8,1099,2r,2021,9,20,-25.1091,-75.4315,690.0,690.0,-,-8.9
L8,1099,2r,2021,10,6,-25.1091,-75.4315,718.0,718.0,-,-8.9
L8,1099,2r,2021,10,20,-25.1091,-75.4315,723.0,723.0,-,-8.9
L8,1099,2r,2021,11,5,-25.1091,-75.4315,698.0,698.0,-,-8.9
L8,1099,2r,2021,11,7,-25.1091,-75.4315,689.0,689.0,-,-8.9
L8,1099,2r,2021,12,5,-25.1091,-75.4315,684.0,684.0,-,-8.9
L8,1099,2r,2021,12,25,-25.1091,-75.4315,653.0,653.0,-,-8.9
L8,1099,2l,2021,1,12,-25.1061,-75.431,683.0,683.0,-,-8.9
L8,1099,2l,2021,1,19,-25.1061,-75.431,674.0,674.0,-,-8.9
L8,1099,2l,2021,3,17,-25.1061,-75.431,608.0,608.0,-,-8.9
L8,1099,2l,2021,3,24,-25.1061,-75.431,595.0,595.0,-,-8.9
L8,1099,2l,2021,4,2,-25.1061,-75.431,564.0,564.0,-,-8.9
L8,1099,2l,2021,4,4,-25.1061,-75.431,562.0,562.0,-,-8.9
L8,1099,2l,2021,9,25,-25.1061,-75.431,702.0,702.0,-,-8.9
L8,1099,2l,2021,10,2,-25.1061,-75.431,684.0,684.0,-,-8.9
L8,1099,2l,2021,12,31,-25.1061,-75.431,623.0,623.0,-,-8.9
L8,1099,2r,2021,1,12,-25.1091,-75.4315,688.0,688.0,-,-8.9
L8,1099,2r,2021,1,19,-25.1091,-75.4315,681.0,681.0,-,-8.9
L8,1099,2r,2021,3,17,-25.1091,-75.4315,664.0,664.0,-,-8.9
L8,1099,2r,2021,3,24,-25.1091,-75.4315,674.0,674.0,-,-8.9
L8,1099,2r,2021,4,2,-25.1091,-75.4315,645.0,645.0,-,-8.9
L8,1099,2r,2021,4,4,-25.1091,-75.4315,673.0,673.0,-,-8.9
L8,1099,2r,2021,9,25,-25.1091,-75.4315,665.0,665.0,-,-8.9
L8,1099,2r,2021,10,2,-25.1091,-75.4315,688.0,688.0,-,-8.9
L8,1099,2r,2021,12,31,-25.1091,-75.4315,620.0,620.0,-,-8.9
WV,1099,2l,2022,1,7,-25.1061,-75.431,620.9,620.9,-,-8.9
WV,1099,2r,2022,1,7,-25.1091,-75.4315,609.5,609.5,-,-8.9
WV,1099,2l,2022,2,15,-25.1061,-75.431,654.4,654.4,-,-8.9
WV,1099,2r,2022,2,15,-25.1091,-75.4315,625.9,625.9,-,-8.9
