platform,rgt,laser,year,month,day,centroid_lon,centroid_lat,total_width,non-iceberg_width,comment,azimuth
L8,215,1l,2019,10,31,-25.7225,-75.4708,746.0,682.0,-,-8.9
L8,215,1l,2019,11,2,-25.7225,-75.4708,750.0,701.0,bridge,-8.9
L8,215,1l,2019,12,2,-25.7225,-75.4708,772.0,772.0,bridge,-8.9
L8,215,1l,2019,12,27,-25.7225,-75.4708,765.0,765.0,-,-8.9
L8,215,1l,2020,1,28,-25.7225,-75.4708,808.0,808.0,-,-8.9
L8,215,1l,2020,2,20,-25.7225,-75.4708,838.0,838.0,-,-8.9
L8,215,1l,2020,2,22,-25.7225,-75.4708,838.0,838.0,-,-8.9
L8,215,1l,2020,9,24,-25.7225,-75.4708,979.0,979.0,-,-8.9
L8,215,1l,2020,10,1,-25.7225,-75.4708,982.0,982.0,-,-8.9
L8,215,1l,2020,10,10,-25.7225,-75.4708,1015.0,1015.0,-,-8.9
L8,215,1l,2020,10,19,-25.7225,-75.4708,1026.0,1026.0,-,-8.9
L8,215,1l,2020,11,18,-25.7225,-75.4708,1077.0,1077.0,-,-8.9
L8,215,1l,2020,12,22,-25.7225,-75.4708,1104.0,1104.0,-,-8.9
L8,215,1l,2021,1,7,-25.7225,-75.4708,1104.0,1104.0,-,-8.9
L8,215,1l,2021,2,6,-25.7225,-75.4708,1101.0,1101.0,-,-8.9
L8,215,1l,2021,9,20,-25.7225,-75.4708,1052.0,1052.0,-,-8.9
L8,215,1l,2021,10,6,-25.7225,-75.4708,1068.0,1068.0,-,-8.9
L8,215,1l,2021,10,20,-25.7225,-75.4708,1067.0,1067.0,-,-8.9
L8,215,1l,2021,11,5,-25.7225,-75.4708,1070.0,1070.0,-,-8.9
L8,215,1l,2021,11,7,-25.7225,-75.4708,1076.0,1076.0,-,-8.9
L8,215,1l,2021,12,5,-25.7225,-75.4708,1096.0,1096.0,-,-8.9
L8,215,1l,2021,12,25,-25.7225,-75.4708,1104.0,1104.0,-,-8.9
L8,215,1r,2017,11,12,-25.7257,-75.471,223.0,223.0,-,-8.9
L8,215,1r,2017,12,21,-25.7257,-75.471,246.0,246.0,-,-8.9
L8,215,1r,2017,12,30,-25.7257,-75.471,252.0,252.0,-,-8.9
L8,215,1r,2018,1,8,-25.7257,-75.471,247.0,247.0,-,-8.9
L8,215,1r,2018,2,14,-25.7257,-75.471,267.0,267.0,-,-8.9
L8,215,1r,2018,3,11,-25.7257,-75.471,293.0,293.0,-,-8.9
L8,215,1r,2018,9,28,-25.7257,-75.471,623.0,401.0,-,-8.9
L8,215,1r,2018,10,5,-25.7257,-75.471,636.0,420.0,-,-8.9
L8,215,1r,2018,10,12,-25.7257,-75.471,649.0,439.0,-,-8.9
L8,215,1r,2018,10,14,-25.7257,-75.471,659.0,455.0,-,-8.9
L8,215,1r,2018,10,21,-25.7257,-75.471,663.0,446.0,-,-8.9
L8,215,1r,2018,11,29,-25.7257,-75.471,709.0,494.0,-,-8.9
L8,215,1r,2019,1,18,-25.7257,-75.471,740.0,513.0,-,-8.9
L8,215,1r,2019,2,19,-25.7257,-75.471,744.0,530.0,-,-8.9
L8,215,1r,2019,3,23,-25.7257,-75.471,740.0,543.0,-,-8.9
L8,215,1r,2019,10,1,-25.7257,-75.471,797.0,667.0,-,-8.9
L8,215,1r,2019,10,17,-25.7257,-75.471,785.0,681.0,-,-8.9
L8,215,1r,2019,10,31,-25.7257,-75.471,770.0,770.0,-,-8.9
L8,215,1r,2019,11,2,-25.7257,-75.471,774.0,774.0,bridge,-8.9
L8,215,1r,2019,12,2,-25.7257,-75.471,761.0,761.0,bridge,-8.9
L8,215,1r,2019,12,27,-25.7257,-75.471,796.0,796.0,-,-8.9
L8,215,1r,2020,1,28,-25.7257,-75.471,805.0,805.0,-,-8.9
L8,215,1r,2020,2,20,-25.7257,-75.471,826.0,826.0,-,-8.9
L8,215,1r,2020,2,22,-25.7257,-75.471,832.0,832.0,-,-8.9
L8,215,1r,2020,9,24,-25.7257,-75.471,990.0,990.0,-,-8.9
L8,215,1r,2020,10,1,-25.7257,-75.471,993.0,993.0,-,-8.9
L8,215,1r,2020,10,10,-25.7257,-75.471,1012.0,1012.0,-,-8.9
L8,215,1r,2020,10,19,-25.7257,-75.471,1019.0,1019.0,-,-8.9
L8,215,1r,2020,11,18,-25.7257,-75.471,1043.0,1043.0,-,-8.9
L8,215,1r,2020,12,22,-25.7257,-75.471,1111.0,1111.0,-,-8.9
L8,215,1r,2021,1,7,-25.7257,-75.471,1106.0,1106.0,-,-8.9
L8,215,1r,2021,2,6,-25.7257,-75.471,1106.0,1106.0,-,-8.9
L8,215,1r,2021,9,20,-25.7257,-75.471,1066.0,1066.0,-,-8.9
L8,215,1r,2021,10,6,-25.7257,-75.471,1069.0,1069.0,-,-8.9
L8,215,1r,2021,10,20,-25.7257,-75.471,1080.0,1080.0,-,-8.9
L8,215,1r,2021,11,5,-25.7257,-75.471,1085.0,1085.0,-,-8.9
L8,215,1r,2021,11,7,-25.7257,-75.471,1080.0,1080.0,-,-8.9
L8,215,1r,2021,12,5,-25.7257,-75.471,1087.0,1087.0,-,-8.9
L8,215,1r,2021,12,25,-25.7257,-75.471,1096.0,1096.0,-,-8.9
L8,215,1l,2021,1,12,-25.7225,-75.4708,1127.0,1127.0,-,-8.9
L8,215,1l,2021,1,19,-25.7225,-75.4708,1114.0,1114.0,-,-8.9
L8,215,1l,2021,3,1,-25.7225,-75.4708,1121.0,1121.0,-,-8.9
L8,215,1l,2021,3,17,-25.7225,-75.4708,1094.0,1094.0,-,-8.9
L8,215,1l,2021,3,24,-25.7225,-75.4708,1100.0,1100.0,-,-8.9
L8,215,1l,2021,4,2,-25.7225,-75.4708,1106.0,1106.0,-,-8.9
L8,215,1l,2021,4,4,-25.7225,-75.4708,1078.0,1078.0,-,-8.9
L8,215,1l,2021,9,25,-25.7225,-75.4708,1073.0,1073.0,-,-8.9
L8,215,1l,2021,10,2,-25.7225,-75.4708,1081.0,1081.0,-,-8.9
L8,215,1l,2021,12,31,-25.7225,-75.4708,1117.0,1117.0,-,-8.9
L8,215,1r,2021,1,12,-25.7257,-75.471,1130.0,1130.0,-,-8.9
L8,215,1r,2021,1,19,-25.7257,-75.471,1130.0,1130.0,-,-8.9
L8,215,1r,2021,3,1,-25.7257,-75.471,1120.0,1120.0,-,-8.9
L8,215,1r,2021,3,17,-25.7257,-75.471,1106.0,1106.0,-,-8.9
L8,215,1r,2021,3,24,-25.7257,-75.471,1100.0,1100.0,-,-8.9
L8,215,1r,2021,4,2,-25.7257,-75.471,1095.0,1095.0,-,-8.9
L8,215,1r,2021,4,4,-25.7257,-75.471,1082.0,1082.0,-,-8.9
L8,215,1r,2021,9,25,-25.7257,-75.471,1071.0,1071.0,-,-8.9
L8,215,1r,2021,10,2,-25.7257,-75.471,1089.0,1089.0,-,-8.9
L8,215,1r,2021,12,31,-25.7257,-75.471,1107.0,1107.0,-,-8.9
WV,215,1l,2022,1,3,-25.7225,-75.4708,1123.8,1123.8,-,-8.9
WV,215,1r,2022,1,3,-25.7257,-75.471,1109.0,1109.0,-,-8.9
WV,215,1l,2022,1,7,-25.7225,-75.4708,1126.4,1126.4,-,-8.9
WV,215,1r,2022,1,7,-25.7257,-75.471,1119.0,1119.0,-,-8.9
